image	haze	primary	agriculture	clear	water	habitation	road	cultivation	slash_burn	cloudy	partly_cloudy	conventional_mine	bare_ground	artisinal_mine	blooming	selective_logging	blow_down
train_37338	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
train_37339	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
train_3734	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37340	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37341	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0
train_37342	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37343	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37344	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37345	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37346	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37347	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37348	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37349	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_3735	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37350	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_37351	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37352	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37353	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0
train_37354	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37355	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_37356	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
train_37357	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37358	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0
train_37359	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0
train_3736	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_37360	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
train_37361	0	1	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0
train_37362	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_37363	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
train_37364	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
train_37365	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0
train_37366	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37367	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37368	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
train_37369	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_3737	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_37370	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
train_37371	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
train_37372	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
train_37373	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
train_37374	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
train_37375	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37376	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
train_37377	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37378	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
train_37379	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_3738	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37380	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37381	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_37382	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37383	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_37384	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37385	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_37386	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37387	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_37388	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0
train_37389	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
train_3739	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37390	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0
train_37391	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37392	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_37393	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
train_37394	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37395	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37396	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37397	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
train_37398	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_37399	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
train_374	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_3740	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37400	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0
train_37401	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_37402	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
train_37403	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37404	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
train_37405	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37406	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0
train_37407	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37408	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
train_37409	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_3741	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
train_37410	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_37411	0	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0	0
train_37412	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37413	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0
train_37414	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
train_37415	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37416	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37417	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37418	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37419	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_3742	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
train_37420	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
train_37421	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_37422	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37423	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_37424	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37425	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_37426	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0
train_37427	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_37428	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
train_37429	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
train_3743	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
train_37430	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
train_37431	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37432	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37433	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37434	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
train_37435	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37436	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
train_37437	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37438	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37439	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_3744	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0
train_37440	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37441	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_37442	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37443	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
train_37444	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
train_37445	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_37446	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37447	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
train_37448	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37449	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
train_3745	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
train_37450	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
train_37451	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37452	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37453	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_37454	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37455	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37456	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_37457	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
train_37458	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37459	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0
train_3746	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37460	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
train_37461	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37462	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37464	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
train_37465	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_37466	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_37467	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
train_37468	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_37469	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_3747	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37470	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_37471	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_37472	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0
train_37473	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37474	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
train_37475	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_37476	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37477	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0
train_37478	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37479	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_3748	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_37480	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
train_37481	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0
train_37483	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0
train_37484	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
train_37485	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37486	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_37487	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0
train_37488	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
train_37489	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_3749	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
train_37490	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37491	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37492	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37493	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0
train_37494	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_37495	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_37496	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37497	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
train_37498	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37499	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
train_375	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_3750	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_37500	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37501	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
train_37502	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37503	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37504	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0
train_37505	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_37506	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0
train_37507	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
train_37508	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_37509	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
train_3751	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_37510	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
train_37511	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
train_37512	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37513	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37514	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37515	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37516	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
train_37517	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
train_37518	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37519	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_3752	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37520	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37521	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
train_37522	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
train_37523	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37524	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_37525	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
train_37526	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37527	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0
train_37528	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37529	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_3753	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0
train_37530	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
train_37531	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37532	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37533	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
train_37534	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_37535	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_37536	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37537	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37538	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37539	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
train_3754	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_37540	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_37541	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
train_37542	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_37543	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0
train_37544	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37545	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0
train_37546	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0
train_37547	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
train_37548	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
train_37549	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_3755	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37550	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37551	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0
train_37552	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37553	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0
train_37554	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37555	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_37556	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37557	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
train_37558	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37559	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_3756	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37560	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
train_37561	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37562	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
train_37563	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_37564	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
train_37565	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_37566	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37567	0	1	0	1	1	1	1	1	0	0	0	0	1	0	0	0	0
train_37568	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37569	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_3757	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_37570	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_37571	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37572	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_37573	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0
train_37574	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37575	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
train_37576	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
train_37578	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37579	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_3758	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37580	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37581	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37582	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
train_37583	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37584	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37585	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_37586	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
train_37587	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0
train_37588	0	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0
train_37589	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_3759	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37590	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37591	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37592	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_37593	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_37594	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37595	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37596	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
train_37597	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37598	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
train_37599	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
train_376	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_3760	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_37600	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_37601	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37602	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37603	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37604	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37605	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37606	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37607	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
train_37608	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37609	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
train_3761	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37610	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37611	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37612	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0
train_37613	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37614	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_37615	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37616	0	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0
train_37617	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
train_37618	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37619	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_3762	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0
train_37620	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37621	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_37622	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
train_37623	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_37624	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_37625	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
train_37626	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_37627	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37628	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37629	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_3763	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_37630	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37631	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
train_37632	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37633	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_37634	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37635	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37636	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0
train_37637	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0
train_37638	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37639	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_3764	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_37640	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_37641	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_37642	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37643	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37644	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_37645	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37646	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
train_37647	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37648	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37649	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_3765	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
train_37650	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
train_37651	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37652	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
train_37653	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37654	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_37655	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
train_37656	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
train_37657	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
train_37658	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0
train_37659	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0
train_3766	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
train_37660	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0
